OrderID,TimestampMin,ItemID,Aisle,Category,AisleLocation
ORDER0087,263.68,ITEM14206,Aisle-15,Apparel,44
ORDER0087,263.68,ITEM9492,Aisle-19,Toys,56
ORDER0088,267.88,ITEM15569,Aisle-4,Toys,11
ORDER0088,267.88,ITEM5028,Aisle-6,Books,17
ORDER0088,267.88,ITEM15823,Aisle-6,Groceries,17
ORDER0088,267.88,ITEM14997,Aisle-13,Tools,38
ORDER0089,272.97,ITEM2912,Aisle-6,Tools,17
ORDER0089,272.97,ITEM10450,Aisle-13,Groceries,38
ORDER0089,272.97,ITEM7558,Aisle-14,Electronics,41
ORDER0090,280.66,ITEM11347,Aisle-6,Apparel,17
ORDER0090,280.66,ITEM9493,Aisle-9,Groceries,26
ORDER0090,280.66,ITEM2702,Aisle-11,Tools,32
ORDER0090,280.66,ITEM3659,Aisle-13,Groceries,38
ORDER0090,280.66,ITEM17713,Aisle-16,Toys,47
ORDER0091,281.59,ITEM8540,Aisle-4,Tools,11
ORDER0091,281.59,ITEM16884,Aisle-5,Books,14
ORDER0091,281.59,ITEM0194,Aisle-8,Books,23
ORDER0091,281.59,ITEM15107,Aisle-8,Apparel,23
ORDER0091,281.59,ITEM17279,Aisle-9,Tools,26
ORDER0091,281.59,ITEM9439,Aisle-10,Apparel,29
ORDER0091,281.59,ITEM10927,Aisle-10,Electronics,29
ORDER0091,281.59,ITEM7859,Aisle-14,Tools,41
ORDER0091,281.59,ITEM7002,Aisle-19,Toys,56
ORDER0092,281.86,ITEM16500,Aisle-1,Toys,2
ORDER0092,281.86,ITEM13944,Aisle-3,Tools,8
ORDER0092,281.86,ITEM19418,Aisle-14,Home,41
ORDER0092,281.86,ITEM19465,Aisle-15,Apparel,44
ORDER0092,281.86,ITEM2269,Aisle-19,Groceries,56
ORDER0093,285.28,ITEM15261,Aisle-6,Tools,17
ORDER0093,285.28,ITEM3245,Aisle-10,Apparel,29
ORDER0093,285.28,ITEM14053,Aisle-14,Tools,41
ORDER0093,285.28,ITEM7518,Aisle-16,Tools,47
ORDER0094,287.67,ITEM5069,Aisle-12,Home,35
ORDER0094,287.67,ITEM4278,Aisle-16,Groceries,47
ORDER0094,287.67,ITEM13311,Aisle-18,Apparel,53
ORDER0095,289.44,ITEM3075,Aisle-6,Apparel,17
ORDER0095,289.44,ITEM14464,Aisle-7,Home,20
ORDER0095,289.44,ITEM0579,Aisle-8,Tools,23
ORDER0095,289.44,ITEM18039,Aisle-14,Apparel,41
ORDER0096,291.57,ITEM6379,Aisle-9,Books,26
ORDER0096,291.57,ITEM7717,Aisle-9,Tools,26
ORDER0096,291.57,ITEM13617,Aisle-9,Books,26
ORDER0096,291.57,ITEM8083,Aisle-10,Toys,29
ORDER0096,291.57,ITEM15105,Aisle-16,Groceries,47
ORDER0096,291.57,ITEM13380,Aisle-17,Toys,50
ORDER0096,291.57,ITEM11191,Aisle-17,Home,50
ORDER0096,291.57,ITEM19461,Aisle-18,Groceries,53
ORDER0096,291.57,ITEM13059,Aisle-19,Electronics,56
ORDER0097,294.46,ITEM1107,Aisle-6,Electronics,17
ORDER0097,294.46,ITEM9937,Aisle-7,Electronics,20
ORDER0097,294.46,ITEM9080,Aisle-8,Toys,23
ORDER0097,294.46,ITEM14203,Aisle-9,Groceries,26
ORDER0097,294.46,ITEM13000,Aisle-11,Toys,32
ORDER0097,294.46,ITEM9510,Aisle-12,Home,35
ORDER0097,294.46,ITEM6575,Aisle-19,Apparel,56
ORDER0098,294.92,ITEM11312,Aisle-4,Toys,11
ORDER0098,294.92,ITEM5607,Aisle-6,Home,17
ORDER0098,294.92,ITEM19733,Aisle-16,Books,47
ORDER0098,294.92,ITEM6074,Aisle-20,Apparel,59
ORDER0099,306.38,ITEM18857,Aisle-10,Apparel,29
ORDER0099,306.38,ITEM1113,Aisle-13,Electronics,38
ORDER0099,306.38,ITEM10724,Aisle-15,Books,44
ORDER0100,317.42,ITEM15404,Aisle-8,Apparel,23
ORDER0100,317.42,ITEM1628,Aisle-8,Tools,23
ORDER0100,317.42,ITEM13169,Aisle-11,Electronics,32
ORDER0100,317.42,ITEM1875,Aisle-13,Groceries,38
ORDER0101,321.18,ITEM19616,Aisle-10,Books,29
ORDER0101,321.18,ITEM15385,Aisle-16,Home,47
ORDER0101,321.18,ITEM17723,Aisle-18,Toys,53
ORDER0102,324.81,ITEM13797,Aisle-1,Tools,2
ORDER0102,324.81,ITEM5504,Aisle-6,Apparel,17
ORDER0102,324.81,ITEM17512,Aisle-10,Home,29
ORDER0102,324.81,ITEM14554,Aisle-13,Books,38
ORDER0102,324.81,ITEM9144,Aisle-19,Groceries,56
ORDER0103,337.92,ITEM16546,Aisle-3,Tools,8
ORDER0103,337.92,ITEM4552,Aisle-8,Groceries,23
ORDER0103,337.92,ITEM14128,Aisle-8,Home,23
ORDER0103,337.92,ITEM14643,Aisle-10,Tools,29
ORDER0103,337.92,ITEM3753,Aisle-11,Apparel,32
ORDER0103,337.92,ITEM7808,Aisle-19,Apparel,56
ORDER0103,337.92,ITEM15796,Aisle-20,Home,59
ORDER0104,339.7,ITEM2961,Aisle-2,Apparel,5
ORDER0104,339.7,ITEM4849,Aisle-5,Electronics,14
ORDER0104,339.7,ITEM10088,Aisle-5,Toys,14
ORDER0104,339.7,ITEM11696,Aisle-5,Groceries,14
ORDER0104,339.7,ITEM17069,Aisle-6,Home,17
ORDER0104,339.7,ITEM6331,Aisle-9,Home,26
ORDER0104,339.7,ITEM0691,Aisle-10,Tools,29
ORDER0104,339.7,ITEM1899,Aisle-10,Groceries,29
ORDER0104,339.7,ITEM1665,Aisle-11,Groceries,32
ORDER0104,339.7,ITEM1040,Aisle-12,Apparel,35
ORDER0105,342.01,ITEM19460,Aisle-5,Tools,14
ORDER0105,342.01,ITEM10597,Aisle-6,Toys,17
ORDER0105,342.01,ITEM2295,Aisle-7,Tools,20
ORDER0105,342.01,ITEM11924,Aisle-9,Electronics,26
ORDER0105,342.01,ITEM11036,Aisle-12,Apparel,35
ORDER0105,342.01,ITEM15153,Aisle-13,Home,38
ORDER0105,342.01,ITEM18716,Aisle-13,Toys,38
ORDER0105,342.01,ITEM12172,Aisle-17,Home,50
ORDER0105,342.01,ITEM8203,Aisle-19,Toys,56
ORDER0105,342.01,ITEM7451,Aisle-19,Toys,56
ORDER0106,342.68,ITEM0800,Aisle-5,Home,14
ORDER0106,342.68,ITEM6718,Aisle-6,Home,17
ORDER0106,342.68,ITEM0325,Aisle-6,Groceries,17
ORDER0106,342.68,ITEM14202,Aisle-8,Apparel,23
ORDER0106,342.68,ITEM13161,Aisle-13,Tools,38
ORDER0106,342.68,ITEM17883,Aisle-18,Books,53
ORDER0107,346.87,ITEM19907,Aisle-1,Home,2
ORDER0107,346.87,ITEM0200,Aisle-5,Apparel,14
ORDER0107,346.87,ITEM17449,Aisle-7,Groceries,20
ORDER0107,346.87,ITEM4163,Aisle-15,Electronics,44
ORDER0107,346.87,ITEM15024,Aisle-16,Electronics,47
ORDER0107,346.87,ITEM2755,Aisle-17,Electronics,50
ORDER0107,346.87,ITEM0497,Aisle-20,Groceries,59
ORDER0108,350.88,ITEM5181,Aisle-6,Books,17
ORDER0108,350.88,ITEM16712,Aisle-8,Groceries,23
ORDER0108,350.88,ITEM16117,Aisle-10,Home,29
ORDER0109,358.34,ITEM4326,Aisle-2,Electronics,5
ORDER0109,358.34,ITEM1628,Aisle-8,Tools,23
ORDER0109,358.34,ITEM15296,Aisle-8,Tools,23
ORDER0109,358.34,ITEM3022,Aisle-9,Electronics,26
ORDER0109,358.34,ITEM17508,Aisle-12,Home,35
ORDER0109,358.34,ITEM12971,Aisle-13,Toys,38
ORDER0109,358.34,ITEM3433,Aisle-16,Groceries,47
ORDER0110,359.01,ITEM6244,Aisle-1,Toys,2
ORDER0110,359.01,ITEM6047,Aisle-5,Electronics,14
ORDER0110,359.01,ITEM6840,Aisle-16,Toys,47
ORDER0111,362.19,ITEM1554,Aisle-5,Toys,14
ORDER0111,362.19,ITEM3493,Aisle-6,Home,17
ORDER0111,362.19,ITEM5158,Aisle-8,Apparel,23
ORDER0111,362.19,ITEM12716,Aisle-10,Tools,29
ORDER0111,362.19,ITEM4429,Aisle-11,Books,32
ORDER0112,362.85,ITEM1055,Aisle-6,Toys,17
ORDER0112,362.85,ITEM5809,Aisle-15,Tools,44
ORDER0112,362.85,ITEM3025,Aisle-20,Tools,59
ORDER0113,364.56,ITEM17610,Aisle-1,Books,2
ORDER0113,364.56,ITEM0549,Aisle-3,Toys,8
ORDER0113,364.56,ITEM3948,Aisle-5,Toys,14
ORDER0113,364.56,ITEM13169,Aisle-11,Electronics,32
ORDER0113,364.56,ITEM10903,Aisle-14,Groceries,41
ORDER0114,376.7,ITEM8702,Aisle-4,Groceries,11
ORDER0114,376.7,ITEM2556,Aisle-11,Toys,32
ORDER0114,376.7,ITEM18095,Aisle-14,Home,41
ORDER0114,376.7,ITEM8509,Aisle-20,Toys,59
ORDER0115,381.1,ITEM11357,Aisle-3,Books,8
ORDER0115,381.1,ITEM6094,Aisle-6,Electronics,17
ORDER0115,381.1,ITEM9054,Aisle-6,Groceries,17
ORDER0115,381.1,ITEM15243,Aisle-8,Groceries,23
ORDER0115,381.1,ITEM11467,Aisle-12,Electronics,35
ORDER0115,381.1,ITEM14750,Aisle-12,Tools,35
ORDER0115,381.1,ITEM14599,Aisle-12,Electronics,35
ORDER0115,381.1,ITEM1795,Aisle-15,Toys,44
ORDER0115,381.1,ITEM4083,Aisle-19,Electronics,56
ORDER0116,388.88,ITEM7733,Aisle-4,Groceries,11
ORDER0116,388.88,ITEM0042,Aisle-4,Groceries,11
ORDER0116,388.88,ITEM14581,Aisle-16,Home,47
ORDER0116,388.88,ITEM9603,Aisle-18,Toys,53
ORDER0117,391.36,ITEM1219,Aisle-7,Books,20
ORDER0117,391.36,ITEM15557,Aisle-13,Toys,38
ORDER0117,391.36,ITEM2223,Aisle-17,Home,50
ORDER0117,391.36,ITEM14321,Aisle-19,Groceries,56
ORDER0118,400.29,ITEM16693,Aisle-11,Electronics,32
ORDER0118,400.29,ITEM19536,Aisle-12,Toys,35
ORDER0119,412.16,ITEM13648,Aisle-2,Apparel,5
ORDER0119,412.16,ITEM8567,Aisle-5,Home,14
ORDER0119,412.16,ITEM0693,Aisle-10,Apparel,29
ORDER0119,412.16,ITEM6410,Aisle-12,Home,35
ORDER0119,412.16,ITEM11010,Aisle-14,Home,41
ORDER0119,412.16,ITEM17079,Aisle-18,Groceries,53
ORDER0119,412.16,ITEM17782,Aisle-20,Home,59
ORDER0120,413.6,ITEM8665,Aisle-4,Groceries,11
ORDER0120,413.6,ITEM19424,Aisle-4,Electronics,11
ORDER0120,413.6,ITEM4849,Aisle-5,Electronics,14
ORDER0120,413.6,ITEM0296,Aisle-7,Toys,20
ORDER0120,413.6,ITEM8499,Aisle-11,Groceries,32
ORDER0120,413.6,ITEM14814,Aisle-16,Tools,47
ORDER0121,422.89,ITEM6084,Aisle-6,Books,17
ORDER0121,422.89,ITEM7182,Aisle-12,Electronics,35
ORDER0122,437.13,ITEM15797,Aisle-1,Electronics,2
ORDER0122,437.13,ITEM6417,Aisle-2,Toys,5
ORDER0122,437.13,ITEM16553,Aisle-3,Toys,8
ORDER0122,437.13,ITEM5601,Aisle-5,Home,14
ORDER0122,437.13,ITEM5439,Aisle-7,Apparel,20
ORDER0122,437.13,ITEM14657,Aisle-14,Tools,41
ORDER0123,439.0,ITEM2110,Aisle-5,Home,14
ORDER0123,439.0,ITEM7032,Aisle-5,Home,14
ORDER0123,439.0,ITEM2230,Aisle-7,Apparel,20
ORDER0123,439.0,ITEM8800,Aisle-9,Tools,26
ORDER0123,439.0,ITEM5017,Aisle-11,Electronics,32
ORDER0123,439.0,ITEM4876,Aisle-20,Electronics,59
ORDER0124,442.3,ITEM14703,Aisle-5,Apparel,14
ORDER0124,442.3,ITEM9400,Aisle-8,Books,23
ORDER0124,442.3,ITEM3352,Aisle-10,Toys,29
ORDER0124,442.3,ITEM7240,Aisle-14,Books,41
ORDER0124,442.3,ITEM8501,Aisle-16,Home,47
ORDER0124,442.3,ITEM17108,Aisle-18,Groceries,53
ORDER0125,442.83,ITEM5647,Aisle-1,Toys,2
ORDER0125,442.83,ITEM19781,Aisle-1,Tools,2
ORDER0125,442.83,ITEM1026,Aisle-3,Books,8
ORDER0125,442.83,ITEM15222,Aisle-6,Electronics,17
ORDER0125,442.83,ITEM10891,Aisle-13,Books,38
ORDER0126,444.31,ITEM3578,Aisle-4,Home,11
ORDER0126,444.31,ITEM14549,Aisle-5,Groceries,14
ORDER0126,444.31,ITEM16927,Aisle-6,Groceries,17
ORDER0126,444.31,ITEM9933,Aisle-10,Apparel,29
ORDER0126,444.31,ITEM1665,Aisle-11,Groceries,32
ORDER0126,444.31,ITEM13582,Aisle-16,Toys,47
ORDER0126,444.31,ITEM19627,Aisle-17,Electronics,50
ORDER0126,444.31,ITEM13946,Aisle-20,Home,59
ORDER0127,444.46,ITEM7357,Aisle-16,Books,47
ORDER0128,444.68,ITEM17718,Aisle-2,Books,5
ORDER0128,444.68,ITEM19209,Aisle-4,Tools,11
ORDER0128,444.68,ITEM19044,Aisle-7,Books,20
ORDER0128,444.68,ITEM17929,Aisle-9,Toys,26
ORDER0128,444.68,ITEM0318,Aisle-9,Groceries,26
ORDER0128,444.68,ITEM0437,Aisle-9,Home,26
ORDER0128,444.68,ITEM8904,Aisle-11,Tools,32
ORDER0129,451.22,ITEM15207,Aisle-1,Apparel,2
ORDER0129,451.22,ITEM11505,Aisle-7,Apparel,20
ORDER0129,451.22,ITEM0595,Aisle-13,Apparel,38
ORDER0129,451.22,ITEM8466,Aisle-14,Electronics,41
ORDER0130,453.78,ITEM2656,Aisle-6,Books,17
ORDER0130,453.78,ITEM10607,Aisle-8,Home,23
ORDER0130,453.78,ITEM6200,Aisle-8,Toys,23
ORDER0130,453.78,ITEM10974,Aisle-9,Tools,26
ORDER0130,453.78,ITEM6233,Aisle-10,Tools,29
ORDER0130,453.78,ITEM10981,Aisle-11,Apparel,32
ORDER0130,453.78,ITEM16857,Aisle-12,Apparel,35
ORDER0130,453.78,ITEM19716,Aisle-17,Apparel,50
ORDER0131,456.79,ITEM1862,Aisle-3,Groceries,8
ORDER0131,456.79,ITEM18480,Aisle-8,Electronics,23
ORDER0131,456.79,ITEM7872,Aisle-9,Apparel,26
ORDER0131,456.79,ITEM6288,Aisle-9,Apparel,26
ORDER0131,456.79,ITEM4208,Aisle-12,Electronics,35
ORDER0131,456.79,ITEM11626,Aisle-14,Tools,41
ORDER0132,456.93,ITEM6171,Aisle-14,Electronics,41
ORDER0133,464.06,ITEM8728,Aisle-3,Books,8
ORDER0133,464.06,ITEM10556,Aisle-7,Home,20
ORDER0133,464.06,ITEM12812,Aisle-18,Tools,53
ORDER0134,466.69,ITEM7049,Aisle-4,Groceries,11
ORDER0134,466.69,ITEM11944,Aisle-5,Toys,14
ORDER0135,473.05,ITEM5546,Aisle-4,Groceries,11
ORDER0135,473.05,ITEM18861,Aisle-5,Apparel,14
ORDER0135,473.05,ITEM16941,Aisle-6,Groceries,17
ORDER0135,473.05,ITEM19796,Aisle-6,Tools,17
ORDER0135,473.05,ITEM13023,Aisle-8,Electronics,23
ORDER0135,473.05,ITEM2745,Aisle-19,Toys,56
ORDER0136,477.01,ITEM16074,Aisle-2,Tools,5
ORDER0136,477.01,ITEM0579,Aisle-8,Tools,23
ORDER0136,477.01,ITEM14532,Aisle-9,Toys,26
ORDER0136,477.01,ITEM12358,Aisle-10,Home,29
ORDER0136,477.01,ITEM9535,Aisle-11,Groceries,32
ORDER0136,477.01,ITEM9149,Aisle-13,Electronics,38
ORDER0136,477.01,ITEM17070,Aisle-16,Tools,47
ORDER0137,477.84,ITEM17280,Aisle-1,Books,2
ORDER0137,477.84,ITEM1506,Aisle-4,Home,11
ORDER0137,477.84,ITEM12130,Aisle-6,Books,17
ORDER0137,477.84,ITEM3603,Aisle-16,Home,47
ORDER0138,490.27,ITEM17378,Aisle-1,Tools,2
ORDER0138,490.27,ITEM14443,Aisle-9,Home,26
ORDER0138,490.27,ITEM13610,Aisle-9,Toys,26
ORDER0138,490.27,ITEM0063,Aisle-16,Apparel,47
ORDER0139,497.53,ITEM19509,Aisle-15,Home,44
ORDER0139,497.53,ITEM18372,Aisle-16,Electronics,47
ORDER0139,497.53,ITEM2659,Aisle-19,Toys,56
ORDER0139,497.53,ITEM18178,Aisle-19,Electronics,56
ORDER0139,497.53,ITEM13127,Aisle-20,Books,59
ORDER0140,498.36,ITEM3431,Aisle-6,Books,17
ORDER0140,498.36,ITEM17940,Aisle-16,Apparel,47
ORDER0140,498.36,ITEM1602,Aisle-17,Electronics,50
ORDER0140,498.36,ITEM9614,Aisle-20,Home,59
ORDER0141,502.38,ITEM6316,Aisle-3,Toys,8
ORDER0141,502.38,ITEM6865,Aisle-3,Home,8
ORDER0141,502.38,ITEM4320,Aisle-4,Electronics,11
ORDER0141,502.38,ITEM2606,Aisle-9,Groceries,26
ORDER0141,502.38,ITEM2164,Aisle-10,Apparel,29
ORDER0141,502.38,ITEM8198,Aisle-12,Apparel,35
ORDER0141,502.38,ITEM7152,Aisle-13,Home,38
ORDER0141,502.38,ITEM14142,Aisle-13,Toys,38
ORDER0142,505.86,ITEM15526,Aisle-1,Toys,2
ORDER0142,505.86,ITEM14624,Aisle-3,Tools,8
ORDER0142,505.86,ITEM3530,Aisle-5,Toys,14
ORDER0142,505.86,ITEM8615,Aisle-6,Groceries,17
ORDER0142,505.86,ITEM18920,Aisle-9,Tools,26
ORDER0142,505.86,ITEM3618,Aisle-9,Tools,26
ORDER0143,510.19,ITEM7460,Aisle-8,Groceries,23
ORDER0143,510.19,ITEM4674,Aisle-18,Tools,53
ORDER0143,510.19,ITEM9189,Aisle-20,Tools,59
ORDER0144,518.66,ITEM13719,Aisle-5,Home,14
ORDER0144,518.66,ITEM11463,Aisle-9,Tools,26
ORDER0144,518.66,ITEM8048,Aisle-20,Groceries,59
ORDER0145,519.48,ITEM16172,Aisle-2,Electronics,5
ORDER0145,519.48,ITEM12433,Aisle-4,Home,11
ORDER0145,519.48,ITEM6182,Aisle-9,Electronics,26
ORDER0145,519.48,ITEM18006,Aisle-19,Books,56
ORDER0146,520.45,ITEM4987,Aisle-3,Groceries,8
ORDER0146,520.45,ITEM17493,Aisle-4,Toys,11
ORDER0146,520.45,ITEM18959,Aisle-7,Toys,20
ORDER0146,520.45,ITEM3454,Aisle-10,Home,29
ORDER0146,520.45,ITEM4733,Aisle-18,Books,53
ORDER0147,522.47,ITEM0932,Aisle-3,Books,8
ORDER0147,522.47,ITEM7167,Aisle-5,Groceries,14
ORDER0147,522.47,ITEM12833,Aisle-6,Apparel,17
ORDER0147,522.47,ITEM2229,Aisle-7,Toys,20
ORDER0147,522.47,ITEM12020,Aisle-9,Tools,26
ORDER0147,522.47,ITEM19210,Aisle-10,Groceries,29
ORDER0147,522.47,ITEM8227,Aisle-10,Apparel,29
ORDER0147,522.47,ITEM13060,Aisle-19,Toys,56
ORDER0148,523.99,ITEM12046,Aisle-1,Tools,2
ORDER0148,523.99,ITEM2929,Aisle-6,Groceries,17
ORDER0148,523.99,ITEM0011,Aisle-9,Books,26
ORDER0148,523.99,ITEM7013,Aisle-20,Books,59
ORDER0149,526.01,ITEM2630,Aisle-5,Electronics,14
ORDER0149,526.01,ITEM19285,Aisle-7,Tools,20
ORDER0149,526.01,ITEM1269,Aisle-10,Tools,29
ORDER0149,526.01,ITEM13646,Aisle-10,Home,29
ORDER0150,527.34,ITEM6883,Aisle-2,Home,5
ORDER0150,527.34,ITEM15160,Aisle-19,Electronics,56
ORDER0151,527.89,ITEM7343,Aisle-2,Home,5
ORDER0151,527.89,ITEM19155,Aisle-6,Toys,17
ORDER0151,527.89,ITEM11298,Aisle-11,Toys,32
ORDER0151,527.89,ITEM9044,Aisle-11,Electronics,32
ORDER0152,528.35,ITEM18319,Aisle-5,Books,14
ORDER0153,531.42,ITEM5994,Aisle-4,Toys,11
ORDER0153,531.42,ITEM12440,Aisle-5,Groceries,14
ORDER0153,531.42,ITEM12858,Aisle-10,Toys,29
ORDER0153,531.42,ITEM6351,Aisle-12,Apparel,35
ORDER0153,531.42,ITEM15362,Aisle-14,Apparel,41
ORDER0153,531.42,ITEM18473,Aisle-15,Apparel,44
ORDER0154,532.04,ITEM9810,Aisle-8,Home,23
ORDER0154,532.04,ITEM3005,Aisle-9,Electronics,26
ORDER0154,532.04,ITEM14075,Aisle-16,Groceries,47
ORDER0154,532.04,ITEM13852,Aisle-17,Apparel,50
ORDER0156,542.06,ITEM7366,Aisle-3,Home,8
ORDER0156,542.06,ITEM0357,Aisle-7,Groceries,20
ORDER0156,542.06,ITEM8904,Aisle-11,Tools,32
ORDER0156,542.06,ITEM11494,Aisle-12,Tools,35
ORDER0156,542.06,ITEM6793,Aisle-14,Electronics,41
ORDER0156,542.06,ITEM14177,Aisle-16,Groceries,47
ORDER0156,542.06,ITEM12548,Aisle-20,Home,59
ORDER0157,543.45,ITEM3127,Aisle-3,Home,8
ORDER0157,543.45,ITEM7370,Aisle-15,Groceries,44
ORDER0157,543.45,ITEM14451,Aisle-15,Tools,44
ORDER0157,543.45,ITEM12306,Aisle-17,Toys,50
ORDER0157,543.45,ITEM16668,Aisle-19,Electronics,56
ORDER0157,543.45,ITEM7548,Aisle-20,Tools,59
ORDER0158,546.29,ITEM18835,Aisle-20,Tools,59
ORDER0159,551.11,ITEM16866,Aisle-1,Apparel,2
ORDER0159,551.11,ITEM19038,Aisle-4,Toys,11
ORDER0159,551.11,ITEM11338,Aisle-5,Tools,14
ORDER0159,551.11,ITEM12448,Aisle-10,Groceries,29
ORDER0159,551.11,ITEM2548,Aisle-10,Books,29
ORDER0159,551.11,ITEM5040,Aisle-12,Home,35
ORDER0159,551.11,ITEM1911,Aisle-15,Electronics,44
ORDER0159,551.11,ITEM15078,Aisle-20,Electronics,59
ORDER0160,553.58,ITEM19849,Aisle-15,Tools,44
ORDER0160,553.58,ITEM19395,Aisle-19,Apparel,56
ORDER0160,553.58,ITEM5713,Aisle-20,Home,59
ORDER0161,553.87,ITEM3057,Aisle-13,Groceries,38
ORDER0161,553.87,ITEM4335,Aisle-19,Electronics,56
ORDER0162,554.98,ITEM7778,Aisle-8,Books,23
ORDER0162,554.98,ITEM10998,Aisle-14,Tools,41
ORDER0162,554.98,ITEM10683,Aisle-15,Apparel,44
ORDER0163,555.47,ITEM14397,Aisle-5,Toys,14
ORDER0163,555.47,ITEM17368,Aisle-10,Toys,29
ORDER0163,555.47,ITEM17600,Aisle-20,Groceries,59
ORDER0164,556.23,ITEM11581,Aisle-5,Apparel,14
ORDER0164,556.23,ITEM0710,Aisle-5,Home,14
ORDER0164,556.23,ITEM5282,Aisle-9,Groceries,26
ORDER0164,556.23,ITEM4159,Aisle-9,Electronics,26
ORDER0164,556.23,ITEM7819,Aisle-14,Books,41
ORDER0164,556.23,ITEM14820,Aisle-16,Electronics,47
ORDER0164,556.23,ITEM13721,Aisle-16,Toys,47
ORDER0164,556.23,ITEM13452,Aisle-18,Groceries,53
ORDER0165,560.66,ITEM17718,Aisle-2,Books,5
ORDER0165,560.66,ITEM17583,Aisle-2,Tools,5
ORDER0165,560.66,ITEM8695,Aisle-20,Toys,59
ORDER0166,562.37,ITEM0749,Aisle-1,Home,2
ORDER0166,562.37,ITEM9619,Aisle-14,Home,41
ORDER0166,562.37,ITEM7089,Aisle-17,Electronics,50
ORDER0166,562.37,ITEM12349,Aisle-19,Electronics,56
ORDER0167,575.54,ITEM14183,Aisle-6,Apparel,17
ORDER0167,575.54,ITEM13439,Aisle-7,Apparel,20
ORDER0167,575.54,ITEM10168,Aisle-13,Groceries,38
ORDER0167,575.54,ITEM13449,Aisle-14,Electronics,41
ORDER0167,575.54,ITEM7650,Aisle-14,Tools,41
ORDER0168,582.65,ITEM7327,Aisle-1,Home,2
ORDER0168,582.65,ITEM6601,Aisle-7,Toys,20
ORDER0168,582.65,ITEM9336,Aisle-9,Groceries,26
ORDER0168,582.65,ITEM0453,Aisle-12,Home,35
ORDER0168,582.65,ITEM2585,Aisle-14,Apparel,41
ORDER0168,582.65,ITEM4251,Aisle-19,Books,56
ORDER0169,584.12,ITEM6876,Aisle-6,Apparel,17
ORDER0169,584.12,ITEM13351,Aisle-6,Apparel,17
ORDER0169,584.12,ITEM12805,Aisle-12,Toys,35
ORDER0170,589.98,ITEM5803,Aisle-13,Home,38
ORDER0171,591.71,ITEM5735,Aisle-2,Electronics,5
ORDER0171,591.71,ITEM12232,Aisle-6,Apparel,17
ORDER0171,591.71,ITEM14355,Aisle-7,Apparel,20
ORDER0171,591.71,ITEM9934,Aisle-7,Electronics,20
ORDER0171,591.71,ITEM5610,Aisle-16,Toys,47
ORDER0171,591.71,ITEM3782,Aisle-18,Home,53
ORDER0172,608.03,ITEM12405,Aisle-1,Books,2
ORDER0172,608.03,ITEM15523,Aisle-6,Groceries,17
ORDER0172,608.03,ITEM17193,Aisle-7,Apparel,20
ORDER0172,608.03,ITEM19644,Aisle-12,Toys,35
ORDER0172,608.03,ITEM6970,Aisle-14,Apparel,41
ORDER0172,608.03,ITEM15101,Aisle-19,Home,56
ORDER0173,614.61,ITEM0979,Aisle-6,Electronics,17
ORDER0173,614.61,ITEM0271,Aisle-7,Electronics,20
ORDER0173,614.61,ITEM18956,Aisle-8,Books,23
ORDER0173,614.61,ITEM4617,Aisle-10,Home,29
ORDER0173,614.61,ITEM3163,Aisle-12,Home,35
ORDER0174,619.93,ITEM5703,Aisle-4,Home,11
ORDER0174,619.93,ITEM5109,Aisle-7,Home,20
ORDER0174,619.93,ITEM10867,Aisle-9,Tools,26
ORDER0174,619.93,ITEM10578,Aisle-17,Tools,50
ORDER0174,619.93,ITEM9492,Aisle-19,Toys,56
ORDER0174,619.93,ITEM16030,Aisle-19,Tools,56
ORDER0175,623.24,ITEM4084,Aisle-7,Apparel,20
